,body,Label
250,"*Murder is always a mistake =E2=80=93 one should never do anything one cann= ot talk about after dinner.* *Chemistry Association, Pilani Campus* along with *Alchemy - the Chemistry Association, Hyderabad Campus* *Presents* *SMUGGLE THROUGH THE PUZZLE* An exciting Narcotics and Murder Mystery-based event. Spread over two days, the event will test your narcotics and chemistry knowledge, with an amazing travel experience and problem-solving skills. *ROUND-1* ""The Narcotics Quiz"", where teams have to score points by answering MCQs in a live, timed quiz. The questions will be based on fun and factual information mostly centered on Narcotics. The top teams will be shortlisted for Round 2. *ROUND-2* It is an interactive round where teams have to use their intuitive skills and chemistry knowledge to clear out a murder scene containing hidden clues and a gruesome back story. *ROUND-3* Final round, on Day 2 of the event. This is also an interactive round where teams with the help of clues provided, must correctly identify the route to smuggle drugs from Spain to India. The team to figure out the entire route first wins! *Date: 12th and 13th August 2021* *Come in teams of 2-3. * Unleash the Sherlock and Columbus within you to solve this Narcotics Mystery. Get yourself registered here < e-birla-institute-of-technology-science-bits-pilani-190196?lb=3DI9xB5DQ> before 10th August, 11:59 PM! For any queries, contact: Kshitij Nandwana- 8824784558 Joint Secretary, Chemistry Association, BITS Pilani [image: SmuggleThroughThePuzzle.jpg]",Recreation
251,"karna hai? ---------- Forwarded message --------- From: Mail Admin @ Pilani Campus Date: Sat, Aug 7, 2021 at 11:35 AM Subject: Smuggle Through the Puzzle | Chemistry Association To: Students at Pilani Campus Cc: Bibhas Ranjan Sarkar *Murder is always a mistake =E2=80=93 one should never do anything one cann= ot talk about after dinner.* *Chemistry Association, Pilani Campus* along with *Alchemy - the Chemistry Association, Hyderabad Campus* *Presents* *SMUGGLE THROUGH THE PUZZLE* An exciting Narcotics and Murder Mystery-based event. Spread over two days, the event will test your narcotics and chemistry knowledge, with an amazing travel experience and problem-solving skills. *ROUND-1* ""The Narcotics Quiz"", where teams have to score points by answering MCQs in a live, timed quiz. The questions will be based on fun and factual information mostly centered on Narcotics. The top teams will be shortlisted for Round 2. *ROUND-2* It is an interactive round where teams have to use their intuitive skills and chemistry knowledge to clear out a murder scene containing hidden clues and a gruesome back story. *ROUND-3* Final round, on Day 2 of the event. This is also an interactive round where teams with the help of clues provided, must correctly identify the route to smuggle drugs from Spain to India. The team to figure out the entire route first wins! *Date: 12th and 13th August 2021* *Come in teams of 2-3. * Unleash the Sherlock and Columbus within you to solve this Narcotics Mystery. Get yourself registered here < e-birla-institute-of-technology-science-bits-pilani-190196?lb=3DI9xB5DQ> before 10th August, 11:59 PM! For any queries, contact: Kshitij Nandwana- 8824784558 Joint Secretary, Chemistry Association, BITS Pilani [image: SmuggleThroughThePuzzle.jpg]",Recreation
252,"Greetings from Club SOVESA. Have you ever felt incomplete even though everything=E2=80=99s alright arou= nd you? Have you noticed some people are happy in all situations and circumstances? Have you ever felt lost when people talk about spirituality? We address questions like these and many more in our brand new monthly newsletter, Origins, made by our club members for all spiritual seekers out there. Subscribe to Origins to get started in understanding spiritual science right from Issue 1 and continue on your journey of self-realization. We will be sharing snippets of knowledge from the most sacred of all scriptures=E2=80=94=C5=9Ar=C4=ABmad Bhagavad G=C4=ABt=C4=81= =E2=80=94in easy-to-understand language. Hit this link < to realize your potential as a spirit soul in this world. We are just getting started. Please help us improve by giving us your thoug= hts and suggestions < on the state of our issues every month. Follow our medium < channel to read up even more on spirituality. We are attaching the PDF of the 1st issue of our Newsletter: Origins in the mail itself. However, you can also refer to this link < 57b8> for the same. And if anyone is interested in daily participating in the spiritual discussions (of duration 30 mnts), then do join this link < Regards, Club SOVESA",Recreation
253,"*Flagship elective for students who want to do a startup** now or later ECON F 415/ BITS F 468 New Venture Creation Course* *Hello to all of you, who are excited by the idea of startups and entrepreneurship.* *Whether it is to solve the latest problem facing mankind today or in future, with your own venture or as part of another startup, this course can be of interest to you,* *To learn what this unique course is all about join us for a Google meet on August 05,2021 at 11:30 am * *Google Meet joining info: < * *We will be joined by BITSian Alumni ,Akhil Singh, Co-Founder at = * *The course is based on hands-on learning workshops, interactions with both young and experienced entrepreneurs and venture capitalists. * *Each team=E2=80=99s start up journey is supported by dedicated industry me= ntors, along with ample networking opportunities.* *For those ideas which take form as a startup at the end of the semester or even later we offer support for incubation and funding.* * Past NVC teams include Project Mudra, Tune Patrol , Sattva Medtech, Cubito.in, HitchTag, Navifly, indibots,Cortex technologies, etc. * *Students who are interested to register for this course in 2021-22 First Semester must attend the session * *Best wishes from NVC 2021 Team* --=20 *Best Regards* *Mridula Goel * *Professor- Department of Economics* *Incharge-BITS BIRAC BioNEST* *Birla Institute of Technology & Science, Pilani* *K K Birla Goa Campus* *Goa 403726* *Office: 91-832-2580254 Mobile: 9623524404* * <",Recreation
254,"Greetings BITSians! Do you vehemently despise batchies who had fun this vacation? Do you hate yourself for not knowing the meaning of =E2=80=9Cvehemently=E2=80=9D? Do yo= u sometimes wish you had taken commerce instead? Is this email calling you out too hard? Comedy Hub helps you to get rid of all this negativity in its Stand-Up Comedy Open Mic on* Sunday, 1st August at 6 pm.* You won=E2=80=99t scroll t= hrough Reels during this meet for sure! Fill this form to attend the event: Form < jSwlpYGadaHaSiDQ/viewform?usp=3Dsf_link> Think you=E2=80=99ll get more dopamine from *performing *with us than watch= ing one of those reels? We=E2=80=99d love to hear from you! Fill out the form as ""performer"" to get your Five Minutes of Fame. Find us on Instagram @comhubbitsp < *For any queries, contact:* Jay Panchal | +91 7359353321 | f20190434@pilani.bits-pilani.ac.in P.S. [image: image.png]",Recreation
255,"*Time and health are two precious assets that we don't recognize and appreciate until depleted.* You must have wondered about certain types of cancer, but have you ever heard of ""Cervical Cancer""? If no, then you've landed in the right place! Cervical cancer is the fourth most common cancer in women. Yet a large majority of our nation remains unaware about it and the lack of awareness is the biggest reason for the inability to prevent, delay in diagnosis and subsequent haphazards. In order to make you aware about the same, *NSS BITS PILANI* brings you the first podcast of* HEALTH-OK-PLEASE* on *Cervical Cancer*. Our first episode is with Ms. Mridu Gupta, the CEO of CAPED (a trust creating awareness regarding cancer). The podcast covers all essential information about its causes, complications, signs and symptoms, and how it can be diagnosed.Taking proper precautions under utmost awareness has become very much necessary to protect yourselves and your loved ones. So, let=E2=80=99s get updated by li= stening to this amazing podcast and help others to fight cancer! Link of the podcast: Spotify < Youtube < Facebook < Stay Tuned for more such podcasts!! Thanks and regards. NSS BITS Pilani, Pilani Campus --=20 Dr. Ashish Tiwari Faculty In-Charge, Societal Development (NSS and Nirmaan) Associate Professor, Department of Mathematics =E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2= =96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96= =84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84= =E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2= =96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96= =84=E2=96=84 BITS Pilani, Pilani Campus, Rajasthan",Recreation
256,"Greetings from Conquest, BITS Pilani! This is a reminder for the Virtual Demo Day, scheduled for tomorrow. BITS Pilani is renowned for fostering the entrepreneurial spirit. Our on-campus undertakings help encourage the leaders of tomorrow. With the goal of fostering an entrepreneurial spirit and aid early-stage startups, building for tomorrow, with mentorship, resources, and networking opportunities, CEL undertakes Conquest every year. Conquest is India's *lar= gest student-run Startup Accelerator *and has been proudly hosted by BITSians since 2004. This edition started with 1000+ startups across the country, and after thre= e months of rigorous mentoring sessions, AMAs with founders, and Investment workshops, we have narrowed it down to the Top 10 startups of Conquest 2021. To conclude on a triumphant note, we will be hosting a Virtual Demo Day on = 1st August, starting from 9:45 am and going up till 6 pm. Ten exciting startups will get a chance to present themselves before India=E2=80=99s top investor= s and media houses. The Demo Day will also feature a host of speakers like *Kunal Bahl, *founde= r of SnapDeal, *Rajeev Misra, *CEO of SoftBank Global, Phanindra Sama, Founder of redBus, Sanjeev Bikhchandani, Founder of Edge, Shradha Sharma, Founder of YourStory, and many more. A limited number of seats will be available on Zuddl, the platform where the Demo Day is going to take place. These will be allocated on a first-come-first-serve basis; you can apply on this form < You will receive a confirmation prior to the event. The Demo Day will also be live-streamed on YouTube. Stream Link: We invite all interested participants to attend and learn from live pitches as well as the Keynote speakers, hosted live here. Looking forward to seeing you at Demo Day! Stay safe! *Regards,* *Aritra Guru* *Mobile- + 91-9874649356* Personal Mail | College Mail | LinkedIn < *BITS Pilani, Pilani Campus* *Rajasthan - 333031, India* --=20 Satyendra Kr Sharma, PhD (Supply Chain Management) Associate Professor, Department of Management, Faculty In Charge- CIIE",Recreation
257,"Greetings from the Student Alumni Relations Cell! At the Student Alumni Relations Cell, we persevere to bridge the gap between the institute and its global alumni network. As an organisation, we have continually striven to design initiatives that foster learning, start conversations, and inspire wonder and curiosity. Since BITSians day is around the corner, we endeavour to keep this legacy alive and take pride to make the event a memorable one. As is customary, BITSians' Day is celebrated on the first Friday of August every year. Since its inception in 2013, it has grown in prominence with each passing year and has become an occasion which BITSians eagerly look forward to =E2=80=93 a chance to reunite with old mates, forge new bonds, r= elive old memories and make some new ones. It is with great pleasure that we bring you =E2=80=9CGroww - A Journey from= Pilani to the Unicorn Club=E2=80=9D, an interactive session with Mr Ishan Bansal, = the Co-Founder and CFO of Groww, an online investment platform that allows investors to invest in mutual funds and stocks. Being India=E2=80=99s fastest-growing in= vestment platform, Groww recently made it to the Indian Unicorn club. Mr Bansal graduated from BITS Pilani with a bachelor=E2=80=99s degree in Me= chanical Engineering in 2009 and went on to complete his MBA from Xavier School of Management, Jamshedpur. Before making a transition to being an entrepreneur, Ishan has previously worked at revolutionary organizations such as Flipkart, ICICI Securities, and Naspers. Join us this Friday on August 6th, at 12 PM, to hear about his time at BITS, his experience working for Flipkart, and what it was like to build Groww. The event will be hosted on Cisco WebEx. Register Here < [image: Groww - BITSians' Day.png]",Recreation
258,"Dear Students, The Placement Unit is inviting applications for the Social Media Team for 2021-22. The Social Media Team was formed last year and is responsible for handling the social media handles of the Placement Unit. This team will work parallelly with the other committees which constitute the Placement Unit in ideation, creation and publication of audio-visual as well as infographic content related to placements. *Eligibility: * - Single Degree undergraduates (2020) and Dual Degree undergraduates (2019). Kindly note that this application is for *first-degree undergraduate students only* and not for higher degree students. *Tenure*: 1 year *Application Procedure:* Please fill the following Google Form < to begin the application process. The deadline for filling the form is *11:59 PM *on* 1st of August, 2021.* *For queries:* Vishesh: 8160471329 Regards, Placement Unit ___________________________________________________________________________________________________________________________",Recreation
259,"Hey *Everyone*! =F0=9F=93=A2 Free up your Saturday evening because we have something extraordinary planned for you =E2=AD=90=EF=B8=8F We=E2=80=99re excited to announce that on July 24th, *humit* < in partnership with *bluelearn.in < will be hosting a bunch of incredibly talented indie artists for a Music Nite via zoom. Two BITSian startups have decided to join hands in organizing a virtual musical showcase for the entire student community amidst the pandemic. For the uninitiated, humit is a social app reimagining the way people discover, share and express themselves with their taste in music. *EVENT DETAILS:* Time: 9 PM Date: 24th July (Saturday) RSVP for invite: On that note, HUGE shoutout to our wonderful artists for their eagerness to be a part of this event!! We=E2=80=99re thrilled to have singer-songwriter *Tanmaya Bhatnagar* headli= ning the show, whose rise to fame was expedited when her popular single =E2=80=9CKya= Tum Naraaz Ho?=E2=80=9D gained recognition from Oscar-winning musician A. R. Ra= hman. Give it a listen! =F0=9F=A4=A9 We are beyond grateful for *Frizzell D=E2=80=99Souza* as well, whose long-t= ime kinship with music propelled her newfound journey of songwriting. Check out her recent debut single, =E2=80=9CNew=E2=80=9D for a snippet of what you=E2= =80=99re in for! We=E2=80=99re also super hyped to have musician Rohan Shetty *=E2=80=9CSHOR= =E2=80=9D* and *Neyhal* put on short & spectacular showcases for us on that evening, so don=E2=80=99t m= iss out! It=E2=80=99s going to be a field day for our BITSian community. Btw if you were wondering, this can absolutely get better than it already is. Hop onto humit's discord server here < and stay connected with the amazing community. So see you all on Saturday evening!",Recreation
260,"Greetings BITSIANS! LetsEndorse is a for-impact enterprise on a mission to solve social issues at scale. Funded by the Tata Trusts, LetsEndorse is the world's first and only digital market-network of over 500 powerful social innovations from across the globe, 2,500+ grass-root implementation partners/NGOs, responsible corporations, local administration, and socially-savvy individuals. LetsEndorse enables intelligent knowledge harnessing of practicable social innovations through its technology footprint, builds collaborations for co-creating and scaling-up of most befitting solutions, and fosters mobilization of funds/resources from various stakeholders transparently for accelerated intervention thereby solving the problem irreversibly one project at a time. At LetsEndorse, we are building a mass and rapid micro/nano-entrepreneurship movement and are on a mission to enable 1,000,000 entrepreneurs by 2025. We gladly present *The Great Indian Entrepreneurship Story Challenge, a nationwide Case Writing Competition < ry-challenge-letsendorse-185585> for the students of your institute. * Students will first interview first-generation entrepreneurs and record their insightful stories. These stories will inspire millions of aspiring entrepreneurs who have just started or are thinking of starting their own business. On the lines of the Prime Minister=E2=80=99s vision of creating a= n #Aatmanirbhar Bharat, we strongly believe that entrepreneurship can act as that equalizer, making India self-reliant. After the first round of discussions with successful entrepreneurs, the Campus Winners from each institute will get an opportunity to convert these interviews into business cases, and the best among them will be featured in our book containing entrepreneurial stories. National winners from each category will receive cash prizes worth INR 1.35L. Campus Winners & National Winners will also get a chance to undergo Pre-Placement Interviews with LetsEndorse. The registration is completely free and we look forward to maximum participation from your institution. The Launch event will be conducted on 31 July 2021. The rulebook will be shared as Round 1 goes live on August 1! Use this link for Registration: y-challenge-letsendorse-185585 Feel free to drop in any queries related to the competition to me or at *tgies2021@letsendorse.com *. Looking forward to interacting with you soon! Thank you & All the Best! [image: image.png]",Recreation
261,"[image: Freshers Contest #1.png] *Greetings!* We, the freshers at ACM BITS Pilani, are delighted to bring to you the *=E2=80=9CFreshers Contest #1=E2=80=9D*. Whether you=E2=80=99re looking to test your coding skills, prepare for inte= rviews, or have some fun =E2=80=94 we are here to help! =E2=80=9CFreshers Contest #= 1=E2=80=9D starts on *July 26 starting at 17:00 IST* (add to calendar < 0726T113000Z%2F20210726T133000Z&details=3DGroup%20link%3A%20 %2Fgroup%2FZxLO8ewnui&location=3Dcodeforces.com&text=3DFresher= s%20Contest%20%231>). You will have *2 hours* to solve what you can during the round. The contest will be held on Codeforces < The contest is targeted towards *beginners*, especially freshers who wish to explore a new field in the summer break. However, students from all batches are more than welcome to participate. The goal of this round is to *practice and educate*, rather than to compete. *WhatsApp Group: * *Discord Server:* *Codeforces Group Link:* *NOTE: *All of the information regarding the contest, resources, and doubt clearing will be posted/discussed on the WhatsApp and Discord groups, and we highly encourage you to join them! If you have any queries, feel free to reach out to us on our contacts given below. Thank you! Anish Kasegaonkar (+91 8867719764) Mithil Shah (+91 6263274959) Shivansh Agarwal (+91 9415352551) Utkarsh (+91 8708098282) =E1=90=A7",Recreation
262,"*S.P.A.R.K* Greetings from *S.P.A.R.K*! We are recruiting *enthusiastic teammates* for the following openings: - External Relations Department - Finance Department - Human Resources Department *About us: S.P.A.R.K *is a non-profit startup, founded by Akarsh Shroff < a fellow BITSian (2018 batch), functioning in 11 locations, with 5,000+ beneficiaries and 500+ volunteers collectively contributing over 16,000+ hours of work. We have recieved funds with the support of 1500+ donors. At S.P.A.R.K., we work with orphans and the underprivileged with a vision of bringing together young social leaders to create a - ""BIGGER, BETTER AND A BRIGHTER FUTURE"". *About our founder*: Akarsh is a *Forbes Teenpreneur*, *Ashoka Young Changemaker,* and a *Diana Award recipient*. His work has been recognized by the state cabinet minister of Karnataka, the Government of India, and various media houses like Times of India, Bangalore Mirror, New Indian Express, Deccan Herald, The Hindu, YourStory, and many more. We are looking for growth-focused, highly enterprising people with a passion for social change. *Who should apply: *You should apply if the following are your strengths: - Communication skills - Problem-solving abilities - Interpersonal skills And most importantly, *passion to transform the lives of thousands!* *Eligibility: *Only 2020 batch students are eligible. Flexible working hours can be expected. A 15-day training and probation period will precede the volunteership. All those interested for an interview round are required to fill this form < by *11:59pm - 29th July, 2021*. For queries, contact- Aarya Thipse: 9702132148 (HR Head) Ankit Basu: 8388998005 Aamya Sharma: 9810353652 Do check out our Instagram handle: S.P.A.R.K. < and S.P.A.R.K. Report 2021 <",Recreation
263,"Hello everyone! Hope you all are safe at home. The Indian Society of Heating, Refrigerating and Air-Conditioning Engineers (ISHRAE) was established to promote the HVAC industry in India. ISHRAE is an associate of ASHRAE, the American Society of Heating, Refrigerating and Air-Conditioning Engineers, which is an international technical society for all individuals and organizations interested in HVAC. The Society, organized into regions, chapters, and subchapters, allows the exchange of HVAC knowledge and experience for the benefit of the field=E2=80=99s practi= tioners and the public. ISHRAE has launched a =E2=80=9CMembership Outreach Program=E2=80=9D for pro= fessionals and students named =E2=80=9CRATH YATRA=E2=80=9D starting from July 12th =E2=80= =93 14th August 2021. This Rath Yatra will be traveling to all 7 Regions of ISHRAE. It is coming to our Region North =E2=80=93 2 (Rajasthan, Punjab, Haryana, Chandigarh, Hi= machal, and J&K) on *July 27th, 2021 (Tomorrow)* *at 6:30 pm* Let=E2=80=99s all Welcome this RATH YATRA together. You will be given inputs & potentials of the HVAC&R Industry and the merits of being a part of ISHRAE. You will also get to hear from industry veterans sharing their experiences with ISHRAE. You all are invited to join this Virtual RATH YATRA and make it a great success. Kindly Register yourself in advance at the below mention link for joining this event. * < You may contact any one of us to know more: Ishu Kumar (President): +91 7988845029 Sanskar Agarwal (General Secretary): +91 9079994818 (ISHRAE BITS Pilani Chapter) *BITS Pilani, Pilani Campus* *Rajasthan - 333031, India*",Recreation
264,"Hello, fellow BITSians, Zeta is back with the much-awaited & most challenging hackathon #ZetaHacks3.0. But wait a minute there's more to it, this time Zeta Hacks goes much bigger as this season we will have developers from the entire Pan India to develop prototypes and harness the power of open-source. Zeta helps in accelerating the world towards invisible payments and is in the business of providing a full-stack, cloud-native, API-first neo-banking platform including a digital core and a payment engine for issuance of credit, debit, and prepaid products that enable legacy banks and new-age fintech institutions to launch modern retail and corporate fintech products. Learn More < The event will be held virtually, filled with an amazing week with coding, games, Quizzes, and lots of exciting rewards, and benefits like exclusive merchandise and goodies from Zeta and prizes up to Rs. 1,75,000 to the winners and top hackers will receive a pre-placement interview with Zeta. So what are you waiting for, get yourselves registered. Here=E2=80=99s your chance to flaunt your tech valor & disrupt the world of= banking and fintech and harness the power of open-source with your ultimate hacks. Timeline for registration - Registration ends: July 31, 2021 - Hackathon phase 1 ends: August 20, 2021 - Hackathon phase 2 ends: August 25, 2021 - Virtual hackathon: August 26 & 27, 2021 - Presentation & judging: August 27, 2021 Join AMA session on July 27th, Tuesday. Zoom Meeting Link: BUT09 Register < for the event and check us out on Instagram < Twitter, < Linkedin < Also, you can check out our career page < for some amazing career opportunities Let=E2=80=99s get Coding Positive and may the winning side of the Force be = with you, Regards, Team Zeta [image: image.png]",Recreation
265,"[image: Sports Union 21.jpg] *Greetings from the Sports Council!* Have you ever felt left out because of your lack of sports awareness? Have you ever felt left out when your friends are arguing over who the best F1 driver is, why Kohli is the perfect captain, why India does poorly in football, and many more hot topics? Trust me, we have all been there, and it is an awkward spot to be in. Keeping this in mind, *we are glad to announce our first-ever sports newsletter that you can subscribe to right now! *Get the latest trending sports news in bite-sized formats delivered right to your inbox. We will be sharing the latest news from all sports and major sporting events periodically. The world of sports could be right at your fingertips. All you need to do is *hit subscribe on this link < * But wait, that's not all! If you have ever dreamt of publishing your blogs and you have a keen interest in writing about sporting events, then you're in luck. Now,* you can get your blogs published on the Sports Union website,* which we will broadcast to our newsletter subscribers. To get your work published, *fill out this Google Form < and we will get in touch with you soon. We hope that you can hone your knowledge about sports through these newsletters and be aware of all the latest developments. Having taken up a new initiative, *we look forward to your valuable feedback.* [image: image.png] [image: image.png] [image: SPD-Logo (Black).png] *Regards* *Siddharth Malik* *Sports Secretary * *Sports Union 2021* *Contact*: +91*9424055555 *| E-mail | Facebook < | Instagram < *=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84= =E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2= =96=84=E2=96=84**=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2= =96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96= =84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84**=E2=96=84=E2=96=84=E2=96= =84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84= =E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84* *Birla Institute of Technology & Science Pilani*",Recreation
266,"Greetings! The International Finance Student Association (IFSA Network) is the world's largest student-run organisation in the field of finance and consulting, connecting the planet's most prestigious universities and finance's actors worldwide. The IFSA Network established itself in thirteen countries throughout five continents and has more than 30,000 members. Our vision is to sustain the largest yet a very exclusive network of students who are passionate about consulting, finance and to become their reference in the field. Headquartered in Rotterdam School of Management, Netherlands, IFSA Network has Chapters in leading world universities like Harvard, Cambridge, Oxford, Columbia University, HEC Paris, London School of Economics, Imperial Colleg= e and many more. Ever since its establishment, the IFSA Network has been committed to providing its members with personal growth, network expansion and international opportunities to help them kickstart successful careers in finance and consulting. Members of IFSA Network have organised and excelled in some of the world's most noted finance/consulting events like Harvard Global Case Competition, International Traders' Cup, and Boston Consulting Group Case Competition, to name a few. IFSA, BITS Pilani strives in its role as a Consulting Organisation, thereby taking up consulting projects and is the largest and the first engineering branch in Asia. Furthermore, IFSA BITS Pilani also takes part in various International Competitions in the fields of M&A, Supply Chain and Strategy Consulting. Since our inception, we have been a part of several consulting projects and collaborations with other International branches of IFSA Network. Some of our past engagements include : - Live Consulting Projects with organisations like AI Ventures (Sydney-based VC Firm), Signzy (Indian banking AI digitalisation provider), IndyAct (Lebanon-based NGO), and many more - Participating and excelling in several prestigious International Business and Valuation Competitions including CBS Case Competition organised by Copenhagen Business School, ASCM Case Competition organised by the Association for Supply Chain Management in collaboration with Deloitte Consulting LLP, and many more - The IFSA Talks=E2=80=94a series aimed at promoting collaboration with al= l international Chapters. Some of our past guests have been Mr Mahesh Samdani, Head of Data at JPMC New Jersey; Mr Mrinal Jain, Director at Secretariat; Mr Ajith Sundaresh, CFO at Wells Fargo; and Mr Christopher Schumacher, Chairman of the Supervisory Board at Credit Suisse - Live consulting projects in collaboration with international Chapters and periodic business reports for major global business news or deals like the Uber-GrubHub-Just Eat acquisition Analysis, Tesla's Analysis During COVID-19 & Spotify's Acquisition of Podcasters. We are looking for dedicated and hard-working individuals who are intrigued by the world of consulting and finance. Join us to become a part of this Global Community of consulting and finance professionals. Open Positions: 1. Associate Consultant ( '20 Batch) 2. Financial Analyst ('20 Batch) 3. Senior Consultant ('19 Batch) 4. Senior Financial Analyst ('19 Batch) Eligibility: 2019 and 2020 Batch Students Click here to apply < (Deadline: Saturday, July 17th 11:59 PM) Note: We will not be shortlisting candidates based on their resumes; we understand that you may not have much content after your first year. Resumes are simply a means for us to get to know the candidate better. Cases of misrepresentation of facts on resumes will be dealt with seriously and will result in disqualification from the recruitment process. Orientation Presentation < dKtFz-uFk/edit?usp=3Dsharing> LinkedIn Page < true> Website Link < PS Here is the link to the boot camp playlist: IFSA Bootcamp < an= d the presentations < sp=3Dsharing> Reach out to us in case of any query : Aryan Verma: +91-9315113735 Aditya Mishra: +91-9352377140 Regards, IFSA, BITS Pilani",Recreation
267,"*THE HINDI DRAMA CLUB IS RECRUITING* Hello *Junta*! Does the stage attract you? Does impactful dialogue delivery give you goosebumps? Have you ever found yourself in front of a mirror and, apart from feeding into your narcissism, enacted your favourite scenes from a movie? Because we have an offer you can=E2=80=99t refuse. With a legacy of more than 50 years, the *Drama Club, BITS Pilani* is a haven for actors, scriptwriters and art directors bound together by their passion for theatre. And we are looking for more, so in case you missed the chance in your first year , guess what !! You have got one more shot at it. Yes , you read it right !!! *The Hindi Drama club , Bits Pilani* is again recruiting the *2020* Batch !! So if you ever felt like moving beyond the tree on the stage, fill out this Google form by *19th July 11:59pm.* There are no pre-requisites, except for an inclination towards the art. Contact: *Hriday* - 7023243533 *Pratyush* - 7898164077 Link to Google Form:",Recreation
268,"[image: DebSoc.jpg] *Recruitments for The Debating Society* *The Debating Society, BITS Pilani is now recruiting from the '20 batch! * *To apply, kindly fill the recruitment form ( < before 14 July 11:59 PM. The selection rounds will be held between 16th and 18th July. Do go through the attached orientation deck and feel free to ping us for any queries.* *For any queries, contact:* *Jayeesh (+91-9873236665)* *Digvijay(+91-9830532699)*",Recreation
269,"Greetings! Does Martin Tyler's ""Aguerooooo, I swear you'll never see anything like this ever again......"" give you chills? Do you wonder about the making of those fantastic digital banners and breathtaking posters? Don't you worry, the Sports Publicity and Design Team has got you covered! *Sports Publicity & Design Team* is a team of students working towards the publicity of college sports events, not only limited to BOSM but iBOSM and sports in general. We're seeking students from the *2020* batch skilled in one or more of the following areas: *Graphic designing, photography, or video editing.* The recruitment process will take place in a *series of rounds.* *Join any of the respective Whatsapp Groups according to your interests for further communication and notices regarding recruitments-* SPDT design recruitments < SPDT Photography Recruitments < SPDT Video Editors recruitments < *For any queries, contact:* *Tushar: +91-8800957103* *Dhruv: +91-9990887551*",Recreation
270,"NIRMAAN DONATION DRIVE Greetings from BITS Pilani Nirmaan Organization, Pilani Chapter =E2=80=9CGiving is not just about making a donation, it's about making a difference!=E2=80=9D As we are being called to campus to clear our rooms, you may find that there are a lot of things which you have no use for right now and wish to dispose of. Nirmaan volunteers present you with an opportunity to donate these things to the less fortunate people of Pilani. Our ground volunteers will be donating these in the bastis and schools which we have adopted. *Why donate?* Every year, when students leave the campus, a lot of things are disposed of which are still in good condition. It would be a great opportunity for you to help the people of Pilani who cannot afford them. You can give *clothes, shoes, stationary, or anything* which is in a working condition and you have no use for them. This initiative will help us to provide our beneficiaries with things which can make their lives better as the current pandemic has been a blow to the small amount they were earning. In order to donate, please follow these steps: 1. We will be providing you with cartons in the common rooms where you can put in the things you wish to donate. 1. You will be provided with a QR code (PFA) which you need to scan and put in the details in the google form about all the things which you have donated. 1. The chowki will be taking care of those cartons and Nirmaan volunteers will make sure that they are being donated to the unprivileged. Nirmaan volunteers will make sure that the things you donate are being put to best use! Our ground volunteers who will be taking care of this initiative are: Pankaj Saini - +91 7230920774 Suhani - +91 9521284822 Regards Rimen Kaur President Mobile number: +91 9888732416 Oishika Sarkar Vice President Mobile number: +91 8879994931 =E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2= =96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96= =84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84= =E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2= =96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84 Nirmaan organisation, BITS Pilani ChapterBITS Pilani, Pilani Campus, Vidhya Vihar, Pilani, Rajasthan - 333 031, INDIA.""We have only one passion, the rise of a great nation."" [image: image.png]",Recreation
